Accession,UniP entry,Gene,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fold change ( CL/LB),log2FC (Cl/LB),Highest mean condition,Lowest mean condition,Mass,Description,Treatment,CL1,CL2,CL3,CL4,CL5,LB1,LB2,LB3,LB4
sp|Q9HU91|HUTI_PSEAE,Q9HU91,hutI,2,2,108.3,0.0012846,0.00075469,1.379783632,0.992923653,0.724751314,-0.5,LB,CL,43741,Imidazolonepropionase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hutI PE=3 SV=1,Q9HU91,264454.2382,237125.4703,273934.9372,314549.9523,242490.0481,393131.4561,362176.6345,374847.7619,340753.8196
tr|Q9I4W8|Q9I4W8_PSEAE,Q9I4W8,PA1005,4,4,271.35,0.001286351,0.000754737,1.718575997,0.992903493,0.58187709,-0.8,LB,CL,53018,Putative beta-barrel assembly-enhancing protease OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1005 PE=3 SV=1,Q9I4W8,221519.567,206206.5332,183414.6103,148522.0527,173966.5201,283030.1419,324373.2588,393880.3755,282326.5247
sp|P22608|PILB_PSEAE,P22608,pilB,4,4,388.68,0.001288861,0.000755227,1.336669656,0.992874584,0.748128003,-0.4,LB,CL,62574,Type 4 fimbrial assembly protein PilB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pilB PE=3 SV=2,P22608,274877.1308,302976.1466,294901.456,308892.4306,359823.5797,436177.8123,405229.1574,381289.761,425653.0039
tr|Q9HVV8|Q9HVV8_PSEAE,Q9HVV8,lptC,3,3,187.94,0.00129217,0.000755858,1.300714007,0.992836395,0.768808512,-0.4,LB,CL,21340,Lipopolysaccharide export system protein LptC OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=lptC PE=3 SV=1,Q9HVV8,1419911.599,1412630.647,1170278.843,1387594.693,1435311.296,1938830.268,1689280.107,1757379.036,1717165.646
tr|Q9HWP6|Q9HWP6_PSEAE,Q9HWP6,PA4135,1,1,26.46,0.313096849,0.069692656,1.111266457,0.157944457,0.899874187,-0.2,LB,CL,16495,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4135 PE=1 SV=1,Q9HWP6,1531.739672,10256.53411,74177.5655,0,11081.32266,26857.13785,13430.86458,35173.09072,10815.11151
tr|Q9HWR5|Q9HWR5_PSEAE,Q9HWR5,PA4115,3,3,311.74,0.001293289,0.000755858,1.494418727,0.992823459,1.494418727,0.6,CL,LB,51383,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4115 PE=4 SV=1,Q9HWR5,594170.1233,653668.664,587806.8516,700681.2233,840311.1305,469782.3641,451525.591,428147.6945,458143.7506
tr|Q9HY51|Q9HY51_PSEAE,Q9HY51,PA3566,2,2,84.42,0.001306963,0.000762862,1.433476062,0.992664796,0.697604953,-0.5,LB,CL,11218,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3566 PE=1 SV=1,Q9HY51,474160.7786,459876.9807,404129.6255,478948.0019,516484.6678,708198.649,754405.7283,574847.6095,638675.8656
sp|P32265|NFXB_PSEAE,P32265,nfxB,1,1,25.75,0.825647988,0.158792134,1.111577334,0.054615589,0.899622518,-0.2,LB,CL,21178,HTH-type transcriptional regulator nfxB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=nfxB PE=4 SV=2,P32265,14354.26782,7696.658799,11770.41631,8844.471197,7851.586972,19082.74501,8695.725584,10610.87291,6533.854914
tr|Q9HZ19|Q9HZ19_PSEAE,Q9HZ19,csaA,1,1,123.95,0.433866745,0.092382024,1.111961943,0.112250449,0.899311353,-0.2,LB,CL,12197,CsaA protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=csaA PE=4 SV=1,Q9HZ19,164650.3016,162390.2392,146237.6597,93095.1159,184224.3739,161720.3894,190726.7508,178940.2211,136321.4919
sp|Q51382|HSCA_PSEAE,Q51382,hscA,7,7,718.84,0.001324605,0.00077216,1.441099044,0.992458297,1.441099044,0.5,CL,LB,66634,Chaperone protein HscA homolog OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hscA PE=3 SV=2,Q51382,2604675.589,3342269.634,2470542.121,2722787.245,3209929.47,1929418.635,1999960.577,1926505.53,2110370.803
sp|O69753|PHZB1_PSEAE,O69753,phzB1,9,2,1046.32,0.001336385,0.000778022,1.86604277,0.992319302,0.535893398,-0.9,LB,CL,19047,Phenazine biosynthesis protein PhzB 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=phzB1 PE=3 SV=1,O69753,10901966.53,9155600.598,5928476.746,10001851.21,7970440.447,15127127.34,17590368.19,17267620.73,15637391.09
tr|Q9I704|Q9I704_PSEAE,Q9I704,PA0128,3,3,222.34,0.001348737,0.000784202,1.300668983,0.992172622,0.768835125,-0.4,LB,CL,12441,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0128 PE=1 SV=1,Q9I704,2145284.836,2156746.489,1920689.961,2492304.333,2047054.744,2688783.38,2924056.69,2721353.241,2864129.985
tr|Q9I686|Q9I686_PSEAE,Q9I686,PA0431,3,3,274.01,0.000751801,0.000488203,4.03,0.997929209,0.25,-2.0,LB,CL,20741,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0431 PE=4 SV=1,Q9I686,368089.8677,153825.8223,323890.8177,110944.5791,253789.2219,960496.6433,1016902.385,1080385.788,845925.933
tr|Q9I1N7|Q9I1N7_PSEAE,Q9I1N7,pslB,10,10,903.24,0.001360956,0.000789272,1.628165615,0.992026597,0.614188134,-0.7,LB,CL,53768,PslB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pslB PE=3 SV=1,Q9I1N7,2892956.607,1884654.391,1899256.352,1948479.622,2158042.323,3908914.305,3460867.277,3399390.923,3276542.421
tr|Q9I3U2|Q9I3U2_PSEAE,Q9I3U2,PA1402,3,3,472.99,6.68898E-08,1.88626E-06,4.05,1,0.25,-2.0,LB,CL,23795,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1402 PE=4 SV=1,Q9I3U2,121212.3866,109996.6607,120810.4467,109252.6101,117524.1987,517260.86,499077.5201,468097.923,392181.0947
sp|Q9HUY1|DLDH3_PSEAE,Q9HUY1,lpd3,3,3,72.62,8.3008E-05,9.83927E-05,4.08,0.999999398,0.24,-2.0,LB,CL,50027,Dihydrolipoyl dehydrogenase 3 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=lpd3 PE=3 SV=1,Q9HUY1,20523.52867,8357.50491,10947.04503,9110.621948,10969.72325,46994.71538,52032.5631,46625.24149,49997.02941
tr|Q9HTP8|Q9HTP8_PSEAE,Q9HTP8,PA5306,1,1,20.57,0.309223753,0.069000742,1.116299162,0.159866986,0.89581721,-0.2,LB,CL,6951,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5306 PE=4 SV=1,Q9HTP8,329449.1493,386701.2794,224455.5409,376049.72,287797.0181,333305.8928,388191.8015,358560.1173,352781.5582
sp|Q9HY65|ARNB_PSEAE,Q9HY65,arnB,11,11,951.88,0.001378421,0.000794118,1.982983356,0.991816274,1.982983356,1.0,CL,LB,42126,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=arnB PE=3 SV=1,Q9HY65,5116951.438,5214169.216,6688069.157,3806947.821,5623339.938,2869387.11,2953061.06,2867978.725,1980152.862
tr|Q9I182|Q9I182_PSEAE,Q9I182,pvdD,2,1,31.44,0.42544591,0.090889247,1.116883608,0.114727599,0.895348444,-0.2,LB,CL,274365,Pyoverdine synthetase D OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pvdD PE=4 SV=1,Q9I182,161496.4451,77909.88554,83570.80444,94947.70991,150018.5747,113551.2302,116572.5833,130165.8108,147171.7322
sp|Q9I347|PRMB_PSEAE,Q9I347,prmB,3,3,140.79,0.001379873,0.000794118,1.514182225,0.991798713,0.660422493,-0.6,LB,CL,34607,50S ribosomal protein L3 glutamine methyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=prmB PE=3 SV=1,Q9I347,219932.2198,173311.4888,210724.2823,155224.1739,185164.3789,324862.1208,270150.2704,268584.0715,280345.8513
sp|Q9HV56|RBFA_PSEAE,Q9HV56,rbfA,4,4,403.64,0.00139527,0.000801956,1.430819481,0.991611642,0.698900185,-0.5,LB,CL,14539,Ribosome-binding factor A OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rbfA PE=3 SV=1,Q9HV56,1106834.282,1077331.556,939281.503,1131138.834,1206168.81,1624142.141,1713032.495,1604198.59,1309310.465
sp|Q51547|PHOU_PSEAE,Q51547,phoU,9,9,815.98,0.001400963,0.000804204,1.431910292,0.991542114,0.698367772,-0.5,LB,CL,27584,Phosphate-specific transport system accessory protein PhoU homolog OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=phoU PE=1 SV=1,Q51547,1115136.729,1154451.251,840736.1444,1067277.697,925070.4676,1421738.865,1415286.184,1433593.738,1574636.385
sp|Q04804|PFES_PSEAE,Q04804,pfeS,1,1,15.23,0.81734333,0.157329072,1.118905724,0.055076891,0.893730346,-0.2,LB,CL,50794,Sensor protein PfeS OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pfeS PE=1 SV=2,Q04804,228648.8519,139058.5533,89613.82467,284942.902,191050.313,110520.0337,169384.0479,169267.6814,386260.9367
sp|P08280|RECA_PSEAE,P08280,recA,8,8,657.52,0.001436463,0.000822489,1.465569812,0.991104285,1.465569812,0.6,CL,LB,36970,Protein RecA OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=recA PE=3 SV=1,P08280,7456259.207,7159607.648,5674126.344,6111253.858,7137253.318,4346925.972,4689622.18,5185526.774,4085343.851
tr|Q9I6V6|Q9I6V6_PSEAE,Q9I6V6,aer2,18,18,2277.68,0.001438478,0.000822599,1.357651787,0.991079219,0.736565893,-0.4,LB,CL,72547,Aerotaxis transducer Aer2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=aer2 PE=1 SV=1,Q9I6V6,13877089.05,14170031.42,11078948.86,14255914.1,13689431.55,18630233.54,17710155.96,16877973.24,19629338.36
sp|Q9HYC9|DCD_PSEAE,Q9HYC9,dcd,6,6,530.54,0.001443688,0.000824534,1.468119286,0.991014287,0.681143562,-0.6,LB,CL,21426,dCTP deaminase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dcd PE=3 SV=1,Q9HYC9,1900801.353,1528916.58,1433507.45,1564409.84,1417467.99,2613812.93,2369152.896,2192654.309,2038417.725
tr|Q9I1Y1|Q9I1Y1_PSEAE,Q9I1Y1,PA2134,4,4,549.19,5.77431E-07,4.65237E-06,4.19,1,0.24,-2.1,LB,CL,20584,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2134 PE=4 SV=1,Q9I1Y1,1009471.972,811310.7669,690210.8273,824595.1142,796840.6821,2988441.339,3848233.248,3369274.445,3636731.014
sp|P28810|MMSA_PSEAE,P28810,mmsA,20,17,2298.71,8.63875E-08,1.98197E-06,4.21,1,0.24,-2.1,LB,CL,53972,Methylmalonate-semialdehyde dehydrogenase [acylating] OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=mmsA PE=1 SV=2,P28810,10312812.87,10655474.2,9424247.615,7909358.274,9021287.557,40406038.65,38015453.98,38350022.52,42476051.37
tr|Q9I538|Q9I538_PSEAE,Q9I538,PA0919,5,5,303.34,0.001456609,0.000824607,1.409946126,0.990852614,0.709246958,-0.5,LB,CL,46853,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0919 PE=4 SV=1,Q9I538,764513.7883,716585.1195,960698.6057,810429.3276,770381.6327,1146225.456,1100164.097,1265620.532,1025318.901
sp|Q9I0M3|FTSK_PSEAE,Q9I0M3,ftsK,3,3,68.43,0.001468759,0.000830443,1.597066246,0.990699731,1.597066246,0.7,CL,LB,88952,DNA translocase FtsK OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ftsK PE=1 SV=1,Q9I0M3,91395.05501,78670.20423,67137.16668,93653.15887,90793.10254,53003.12683,52130.83397,44467.06047,61610.5992
sp|Q9I1W8|CATE_PSEAE,Q9I1W8,katE,7,6,464.8,0.001491374,0.000840823,1.87763168,0.990413017,0.532585816,-0.9,LB,CL,78029,Catalase HPII OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=katE PE=3 SV=1,Q9I1W8,658937.6375,536672.88,482809.1728,687811.7571,500671.2364,998979.7307,984733.4338,886429.1418,1436247.536
tr|Q9I0S3|Q9I0S3_PSEAE,Q9I0S3,PA2562,1,1,20.78,0.290778819,0.065697186,1.124638712,0.169548021,0.889174443,-0.2,LB,CL,17373,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2562 PE=4 SV=1,Q9I0S3,255011.0558,262551.7531,187381.3552,348193.2643,231699.6059,281780.6902,268939.5539,283499.0878,321762.6417
tr|Q9I0D4|Q9I0D4_PSEAE,Q9I0D4,PA2708,2,2,32.36,0.001498674,0.000842081,1.879795739,0.990319878,1.879795739,0.9,CL,LB,40192,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2708 PE=4 SV=1,Q9I0D4,180090.2591,218115.6666,176843.6406,236332.5148,146107.5678,109332.0281,96431.29201,79836.38043,121886.9764
sp|Q9HT10|RSMG_PSEAE,Q9HT10,rsmG,2,2,205.1,0.001503297,0.000842606,1.627897938,0.990260746,0.614289125,-0.7,LB,CL,23777,Ribosomal RNA small subunit methyltransferase G OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rsmG PE=3 SV=1,Q9HT10,332349.6576,237150.9493,227424.5752,224836.6912,290011.78,438976.5729,446317.5176,457123.0851,365929.7243
tr|G3XD74|G3XD74_PSEAE,G3XD74,dacC,12,12,925.35,0.001503345,0.000842606,1.410746452,0.990260132,0.708844597,-0.5,LB,CL,42488,D-ala-D-ala-carboxypeptidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dacC PE=3 SV=1,G3XD74,4597886.155,3697381.298,4577305.912,3564989.347,4038424.145,5991511.599,6005468.899,5988818.28,5123341.867
tr|Q9HV95|Q9HV95_PSEAE,Q9HV95,PA4702,2,2,144.74,0.001515335,0.000847222,1.859135915,0.990106227,0.537884289,-0.9,LB,CL,12940,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4702 PE=4 SV=1,Q9HV95,252971.8004,337542.5548,264084.3765,356240.2682,275901.7843,626075.6024,600906.8194,588768.8168,395491.312
sp|Q9HZA3|LEUC_PSEAE,Q9HZA3,leuC,4,4,251.91,0.001517753,0.000847524,1.32887603,0.990075102,0.752515643,-0.4,LB,CL,51523,3-isopropylmalate dehydratase large subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=leuC PE=3 SV=1,Q9HZA3,1012609.407,1123854.4,939256.0429,1006778.364,903463.3583,1173871.688,1406371.422,1313190.025,1407146.718
sp|P80358|ASTG_PSEAE,P80358,aruG,11,11,722.63,0.001572172,0.000871838,1.499277153,0.989366558,0.666988087,-0.6,LB,CL,37393,Arginine N-succinyltransferase subunit beta OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=aruG PE=1 SV=2,P80358,2042478.413,2194301.52,1575708.616,2123801.697,2106532.945,3326239.519,3139837.159,2962443.897,2617059.714
sp|Q9HZP6|ETFB_PSEAE,Q9HZP6,etfB,17,17,2492.49,0.001573853,0.000871838,1.416319731,0.989344428,0.706055263,-0.5,LB,CL,26417,Electron transfer flavoprotein subunit beta OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=etfB PE=3 SV=1,Q9HZP6,94723524.88,80350789.63,65352424.06,78468051.05,72756557.35,115245103.6,112648675.6,105955502.4,109913542.7
tr|Q9HXJ6|Q9HXJ6_PSEAE,Q9HXJ6,PA3801,4,4,362.28,0.001575167,0.000871838,1.489773783,0.989327123,0.67124285,-0.6,LB,CL,23126,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3801 PE=4 SV=1,Q9HXJ6,2171295.863,2194624.312,1841506.526,2593219.752,1978999.937,3394430.379,3402074.163,3321932.322,2728950.8
sp|Q9I2A0|LIUE_PSEAE,Q9I2A0,liuE,13,12,1449.11,0.001580031,0.000871838,1.74407221,0.989262989,0.573370755,-0.8,LB,CL,32160,3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=liuE PE=1 SV=1,Q9I2A0,19674200.21,15539170.61,10648082.5,14473298.3,14672843.25,24856824.53,26618410.02,24735026.07,28444668.82
tr|G3XD04|G3XD04_PSEAE,G3XD04,uvrD,7,7,500.86,0.001580618,0.000871838,1.291918078,0.989255252,1.291918078,0.4,CL,LB,81501,DNA helicase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=uvrD PE=3 SV=1,G3XD04,608179.9951,671292.2397,593048.9442,656115.0942,681189.7151,469221.3084,458667.1545,494302.855,565443.0647
tr|Q9I5R1|Q9I5R1_PSEAE,Q9I5R1,PA0660,5,5,488.21,0.001595339,0.000878883,1.28898368,0.989060408,0.775805012,-0.4,LB,CL,35021,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0660 PE=4 SV=1,Q9I5R1,1383078.059,1311782.293,1122017.278,1400097.554,1220190.494,1652556.544,1561925.453,1667254.607,1756184.601
tr|Q9I306|Q9I306_PSEAE,Q9I306,PA1731,1,1,20.7,0.411543957,0.088463854,1.130266592,0.119008268,0.884747021,-0.2,LB,CL,35695,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1731 PE=4 SV=1,Q9I306,25927.13257,28584.6359,38354.97951,31304.35948,33871.59779,45041.47516,36240.60417,36035.86492,25586.36763
tr|Q9HX15|Q9HX15_PSEAE,Q9HX15,PA4012,1,1,69.97,0.643774172,0.128543197,1.131428121,0.070755992,0.883838736,-0.2,LB,CL,21965,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4012 PE=4 SV=1,Q9HX15,54851.54863,70102.36282,43801.16305,34569.35788,44375.0628,76929.99417,67311.89178,46073.76995,33887.68366
tr|Q9HU23|Q9HU23_PSEAE,Q9HU23,rmlD,5,5,611.38,0.001606369,0.000883881,1.380088913,0.988913717,0.724590996,-0.5,LB,CL,33314,dTDP-4-dehydrorhamnose reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rmlD PE=4 SV=1,Q9HU23,3854215.713,2995606.858,3157367.885,3814391.279,3135845.799,4843821.863,4754501.861,4838890.932,4284991.534
sp|Q9HTN3|DUT_PSEAE,Q9HTN3,dut,2,2,437.72,0.001613181,0.000885469,1.384603807,0.988822838,0.722228261,-0.5,LB,CL,15967,Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=dut PE=3 SV=1,Q9HTN3,2247919.16,2328183.34,2643943.282,2046877.48,2048388.029,3175523.687,3270709.634,3332932.333,2754612.818
sp|P15276|ALGP_PSEAE,P15276,algP,3,3,419.37,0.001641333,0.000899827,1.537743736,0.988444929,1.537743736,0.6,CL,LB,34527,Transcriptional regulatory protein AlgP OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=algP PE=4 SV=2,P15276,17575750.69,22438563.52,20318277.41,21944552.4,20975589.7,12574896.54,12696182.95,11517046.77,16928357.86
sp|P57708|ISPF_PSEAE,P57708,ispF,4,4,268.1,9.40144E-07,6.04591E-06,4.22,1,0.24,-2.1,LB,CL,16652,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ispF PE=1 SV=1",P57708,318860.4043,315894.634,368441.7522,286095.8662,273765.763,1480176.727,1439622.197,1315565.943,1046829.895
tr|Q9HWK5|Q9HWK5_PSEAE,Q9HWK5,ppiC2,6,6,608.61,0.001664605,0.000908171,1.405025462,0.988129757,0.711730874,-0.5,LB,CL,10071,Peptidylprolyl isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ppiC2 PE=4 SV=1,Q9HWK5,8294222.355,7203144.074,6181695.856,8703043.412,7590561.192,10894533.6,10319360.34,10287886.31,11180270.82
tr|Q9HZK4|Q9HZK4_PSEAE,Q9HZK4,PA3001,17,17,2063.16,0.001681158,0.000916095,1.141631932,0.987904071,0.875939059,-0.2,LB,CL,50308,Glyceraldehyde-3-phosphate dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3001 PE=3 SV=1,Q9HZK4,31165844.5,29897347.1,28094084.51,31828596.33,29873817.49,35748576.82,33568959.92,34308388.08,34155066.6
tr|Q9I078|Q9I078_PSEAE,Q9I078,PA2765,9,9,941.09,0.001683489,0.000916258,1.378624286,0.987872191,0.725360789,-0.5,LB,CL,32490,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2765 PE=4 SV=1,Q9I078,2746417.1,2741791.478,2944984.82,2352889.171,3089264.106,4076802.831,3993197.25,3885523.193,3347588.646
sp|P72173|AAT_PSEAE,P72173,aspC,18,18,1958.76,0.001689389,0.000918362,1.231179644,0.987791394,0.812229153,-0.3,LB,CL,43463,Aspartate aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=aspC PE=3 SV=2,P72173,10603191.89,9828005.483,9077354.222,9584992.002,9167604.288,12402645.95,11988712.61,12325607.3,10817548.46
tr|Q9I5D1|Q9I5D1_PSEAE,Q9I5D1,ampDh3,5,5,338.68,0.001694597,0.000920084,1.386521498,0.987719951,0.721229351,-0.5,LB,CL,28703,AmpDh3 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=ampDh3 PE=1 SV=1,Q9I5D1,532106.3371,494629.6896,395177.883,424349.3495,476791.5756,616893.8405,705080.5758,611014.2736,643783.6857
